station,valid,tmpf,metar
EGLC,2026-04-28 00:50,51.80,EGLC 280050Z AUTO 03008KT 350V070 9999 OVC014 11/07 Q1024
EGLC,2026-04-28 01:20,50.00,EGLC 280120Z AUTO 04009KT 010V070 9999 OVC014 10/07 Q1024
EGLC,2026-04-28 01:50,50.00,EGLC 280150Z AUTO 04007KT 300V070 9999 OVC014 10/07 Q1024
EGLC,2026-04-28 02:20,50.00,EGLC 280220Z AUTO VRB06KT 9999 OVC014 10/07 Q1024
EGLC,2026-04-28 02:50,50.00,EGLC 280250Z AUTO 04008KT 360V080 9999 OVC015 10/07 Q1023
EGLC,2026-04-28 03:20,50.00,EGLC 280320Z AUTO 04007KT 9999 -RA BKN013 OVC019 10/07 Q1023
EGLC,2026-04-28 03:50,48.20,EGLC 280350Z AUTO 35006KT 280V070 7000 -RA BKN009 BKN016 OVC027 09/08 Q1023
EGLC,2026-04-28 04:20,48.20,EGLC 280420Z AUTO VRB04KT 8000 BKN006 OVC010 09/08 Q1023
EGLC,2026-04-28 04:50,48.20,EGLC 280450Z AUTO 04007KT 360V060 9999 BKN006 BKN027 09/08 Q1023
EGLC,2026-04-28 05:20,50.00,EGLC 280520Z AUTO 05006KT 010V080 9999 FEW009 BKN015 10/07 Q1024
EGLC,2026-04-28 05:50,50.00,EGLC 280550Z AUTO 04008KT 010V100 9999 SCT014 BKN019 OVC023 10/07 Q1024
EGLC,2026-04-28 06:20,50.00,EGLC 280620Z AUTO 04008KT 360V070 9999 SCT014 BKN025 OVC047 10/07 Q1024
EGLC,2026-04-28 06:50,50.00,EGLC 280650Z AUTO 04010KT 360V060 9999 BKN011 BKN018 OVC048 10/08 Q1025
EGLC,2026-04-28 07:20,50.00,EGLC 280720Z AUTO 04010KT 360V070 9999 BKN010 10/08 Q1025
EGLC,2026-04-28 07:50,50.00,EGLC 280750Z AUTO 04011KT 010V080 9999 BKN012 OVC019 10/07 Q1025
EGLC,2026-04-28 08:20,51.80,EGLC 280820Z AUTO 05011KT 020V090 9999 BKN016 11/07 Q1025
EGLC,2026-04-28 08:50,50.00,EGLC 280850Z AUTO 06011KT 010V090 9999 OVC018 10/06 Q1025
EGLC,2026-04-28 09:20,50.00,EGLC 280920Z AUTO 06011KT 020V090 9999 BKN016 OVC022 10/06 Q1025
EGLC,2026-04-28 09:50,50.00,EGLC 280950Z AUTO 05010KT 010V080 9999 -RA BKN016 OVC027 10/06 Q1025
EGLC,2026-04-28 10:20,51.80,EGLC 281020Z AUTO 04010KT 9999 BKN017 OVC035 11/06 Q1025
EGLC,2026-04-28 10:50,53.60,EGLC 281050Z AUTO 05010KT 010V100 9999 BKN020 12/07 Q1025
EGLC,2026-04-28 11:20,55.40,EGLC 281120Z AUTO 02011KT 340V060 9999 FEW026 SCT033 13/04 Q1025
EGLC,2026-04-28 11:50,57.20,EGLC 281150Z AUTO 03014KT 9999 SCT036 14/04 Q1025
EGLC,2026-04-28 12:20,57.20,EGLC 281220Z AUTO 04010KT 340V100 9999 BKN040 14/04 Q1024
EGLC,2026-04-28 12:50,57.20,EGLC 281250Z AUTO 04013KT 010V100 9999 SCT042 14/05 Q1024
EGLC,2026-04-28 13:20,59.00,EGLC 281320Z AUTO 02012KT 320V060 9999 BKN040 15/05 Q1024
EGLC,2026-04-28 13:50,60.80,EGLC 281350Z AUTO 05011KT 020V090 9999 FEW046 16/03 Q1024
EGLC,2026-04-28 14:20,60.80,EGLC 281420Z AUTO 03015KT 360V070 9999 NCD 16/02 Q1023
EGLC,2026-04-28 14:50,60.80,EGLC 281450Z AUTO 04013KT 010V090 9999 NCD 16/01 Q1023
EGLC,2026-04-28 15:20,60.80,EGLC 281520Z AUTO 05013KT 010V080 9999 NCD 16/02 Q1023
EGLC,2026-04-28 15:50,60.80,EGLC 281550Z AUTO 04014KT 360V080 9999 NCD 16/02 Q1023
EGLC,2026-04-28 16:20,60.80,EGLC 281620Z AUTO 05013KT 010V090 9999 NCD 16/01 Q1023
EGLC,2026-04-28 16:50,59.00,EGLC 281650Z AUTO 06012KT 010V080 9999 NCD 15/02 Q1023
EGLC,2026-04-28 17:20,59.00,EGLC 281720Z AUTO 04013KT 9999 NCD 15/02 Q1023
EGLC,2026-04-28 17:50,59.00,EGLC 281750Z AUTO 05012KT 020V080 9999 NCD 15/01 Q1023
EGLC,2026-04-28 18:20,57.20,EGLC 281820Z AUTO 03014KT 010V070 9999 NCD 14/01 Q1024
EGLC,2026-04-28 18:50,55.40,EGLC 281850Z AUTO 04012KT 360V090 9999 NCD 13/M01 Q1024
EGLC,2026-04-28 19:20,55.40,EGLC 281920Z AUTO 04013KT 010V080 9999 NCD 13/00 Q1024
EGLC,2026-04-28 19:50,53.60,EGLC 281950Z AUTO 03012G22KT 9999 NCD 12/01 Q1024
EGLC,2026-04-28 20:20,51.80,EGLC 282020Z AUTO 03010KT 360V070 9999 NCD 11/02 Q1025
EGLC,2026-04-28 20:50,50.00,EGLC 282050Z AUTO 03010KT 360V060 9999 NCD 10/03 Q1025
EGLC,2026-04-28 21:20,50.00,EGLC 282120Z AUTO 04010KT 330V080 9999 NCD 10/03 Q1025
EGLC,2026-04-28 21:50,48.20,EGLC 282150Z AUTO 04008KT 360V080 9999 NCD 09/03 Q1025
EGLC,2026-04-28 22:20,48.20,EGLC 282220Z AUTO 04008KT 010V090 9999 NCD 09/03 Q1025
EGLC,2026-04-28 22:50,48.20,EGLC 282250Z AUTO 04006KT 360V090 9999 NCD 09/03 Q1025
EGLC,2026-04-28 23:20,48.20,EGLC 282320Z AUTO 03007KT 340V110 9999 NCD 09/03 Q1025
EGLC,2026-04-28 23:50,48.20,EGLC 282350Z AUTO 04007KT 350V080 9999 NCD 09/04 Q1024
EGLC,2026-04-29 00:20,48.20,EGLC 290020Z AUTO 04008KT 360V080 9999 NCD 09/04 Q1024
EGLC,2026-04-29 00:50,48.20,EGLC 290050Z AUTO 04009KT 360V090 9999 NCD 09/05 Q1024
EGLC,2026-04-29 01:20,48.20,EGLC 290120Z AUTO 04009KT 010V090 9999 NCD 09/05 Q1024
EGLC,2026-04-29 01:50,48.20,EGLC 290150Z AUTO 04009KT 010V080 9999 NCD 09/05 Q1024
EGLC,2026-04-29 02:20,48.20,EGLC 290220Z AUTO 04007KT 010V080 9999 NCD 09/05 Q1023
EGLC,2026-04-29 02:50,48.20,EGLC 290250Z AUTO 05009KT 020V090 9999 NCD 09/05 Q1023
EGLC,2026-04-29 03:20,50.00,EGLC 290320Z AUTO 07008KT 9999 NCD 10/05 Q1023
EGLC,2026-04-29 03:50,50.00,EGLC 290350Z AUTO 07011KT 9999 NCD 10/05 Q1024
EGLC,2026-04-29 04:20,50.00,EGLC 290420Z AUTO 07010KT 9999 NCD 10/05 Q1023
EGLC,2026-04-29 04:50,50.00,EGLC 290450Z AUTO 07008KT 9999 NCD 10/05 Q1024
EGLC,2026-04-29 05:20,50.00,EGLC 290520Z AUTO 07009KT 9999 NCD 10/05 Q1024
EGLC,2026-04-29 05:50,51.80,EGLC 290550Z AUTO 07011KT 9999 NCD 11/06 Q1024
EGLC,2026-04-29 06:20,51.80,EGLC 290620Z AUTO 07012KT 9999 NCD 11/06 Q1024
EGLC,2026-04-29 06:50,53.60,EGLC 290650Z AUTO 07016KT 9999 NCD 12/05 Q1024
EGLC,2026-04-29 07:20,55.40,EGLC 290720Z AUTO 07016KT 9999 NCD 13/05 Q1024
EGLC,2026-04-29 07:50,55.40,EGLC 290750Z AUTO 07019KT 9999 NCD 13/04 Q1024
EGLC,2026-04-29 08:20,57.20,EGLC 290820Z AUTO 07019KT 9999 NCD 14/04 Q1024
EGLC,2026-04-29 08:50,57.20,EGLC 290850Z AUTO 07022G32KT 9999 NCD 14/03 Q1024
EGLC,2026-04-29 09:20,59.00,EGLC 290920Z AUTO 07023KT 9999 NCD 15/03 Q1024
EGLC,2026-04-29 09:50,57.20,EGLC 290950Z AUTO 07025G39KT 9999 NCD 14/02 Q1024
EGLC,2026-04-29 10:20,59.00,EGLC 291020Z AUTO 07024G34KT 9999 NCD 15/02 Q1024
EGLC,2026-04-29 10:50,59.00,EGLC 291050Z AUTO 07026KT 9999 NCD 15/01 Q1025
EGLC,2026-04-29 11:20,59.00,EGLC 291120Z AUTO 07025KT 9999 NCD 15/01 Q1025
EGLC,2026-04-29 11:50,59.00,EGLC 291150Z AUTO 08024G34KT 9999 NCD 15/01 Q1024
EGLC,2026-04-29 12:20,60.80,EGLC 291220Z AUTO 07022KT 9999 NCD 16/01 Q1024
EGLC,2026-04-29 12:50,59.00,EGLC 291250Z AUTO 07021KT 9999 NCD 15/02 Q1024
EGLC,2026-04-29 13:20,59.00,EGLC 291320Z AUTO 08021KT 9999 NCD 15/01 Q1024
EGLC,2026-04-29 13:50,59.00,EGLC 291350Z AUTO 08023KT 9999 NCD 15/01 Q1024
EGLC,2026-04-29 14:20,59.00,EGLC 291420Z AUTO 08020KT 9999 NCD 15/01 Q1024
EGLC,2026-04-29 14:50,59.00,EGLC 291450Z AUTO 07018KT 9999 NCD 15/02 Q1024
EGLC,2026-04-29 15:20,59.00,EGLC 291520Z AUTO 07017KT 9999 NCD 15/03 Q1024
EGLC,2026-04-29 15:50,59.00,EGLC 291550Z AUTO 07016KT 9999 NCD 15/03 Q1023
EGLC,2026-04-29 16:20,59.00,EGLC 291620Z AUTO 07019G29KT 9999 NCD 15/03 Q1023
EGLC,2026-04-29 16:50,59.00,EGLC 291650Z AUTO 07020G32KT 9999 NCD 15/02 Q1023
EGLC,2026-04-29 17:20,57.20,EGLC 291720Z AUTO 07019KT 9999 NCD 14/02 Q1023
EGLC,2026-04-29 17:50,57.20,EGLC 291750Z AUTO 07018KT 9999 NCD 14/03 Q1023
EGLC,2026-04-29 18:20,57.20,EGLC 291820Z AUTO 08018KT 9999 NCD 14/03 Q1023
EGLC,2026-04-29 18:50,57.20,EGLC 291850Z AUTO 08018KT 9999 NCD 14/03 Q1023
EGLC,2026-04-29 19:20,57.20,EGLC 291920Z AUTO 07017KT 9999 NCD 14/02 Q1023
EGLC,2026-04-29 19:50,55.40,EGLC 291950Z AUTO 07015KT 9999 NCD 13/03 Q1023
EGLC,2026-04-29 20:20,55.40,EGLC 292020Z AUTO 07014KT 9999 NCD 13/03 Q1024
EGLC,2026-04-29 20:50,55.40,EGLC 292050Z AUTO 07015KT 9999 NCD 13/04 Q1024
EGLC,2026-04-29 21:20,53.60,EGLC 292120Z AUTO 07014KT 9999 NCD 12/05 Q1024
EGLC,2026-04-29 21:50,53.60,EGLC 292150Z AUTO 07012KT 9999 NCD 12/05 Q1024
EGLC,2026-04-29 22:20,53.60,EGLC 292220Z AUTO 07011KT 9999 NCD 12/06 Q1024
EGLC,2026-04-29 22:50,53.60,EGLC 292250Z AUTO 07011KT 9999 NCD 12/06 Q1024
EGLC,2026-04-29 23:20,53.60,EGLC 292320Z AUTO 07011KT 9999 NCD 12/06 Q1024
EGLC,2026-04-29 23:50,53.60,EGLC 292350Z AUTO 07009KT 9999 NCD 12/06 Q1024
EGLC,2026-04-30 00:20,53.60,EGLC 300020Z AUTO 07010KT 9999 NCD 12/06 Q1024
EGLC,2026-04-30 00:50,53.60,EGLC 300050Z AUTO 07013KT 9999 NCD 12/06 Q1023
EGLC,2026-04-30 01:20,53.60,EGLC 300120Z AUTO 07011KT 9999 NCD 12/06 Q1023
EGLC,2026-04-30 01:50,53.60,EGLC 300150Z AUTO 07009KT 9999 NCD 12/06 Q1023
EGLC,2026-04-30 02:20,53.60,EGLC 300220Z AUTO 07011KT 9999 NCD 12/06 Q1023
EGLC,2026-04-30 02:50,53.60,EGLC 300250Z AUTO 07011KT 9999 NCD 12/06 Q1023
EGLC,2026-04-30 03:20,53.60,EGLC 300320Z AUTO 07008KT 9999 NCD 12/06 Q1023
EGLC,2026-04-30 03:50,51.80,EGLC 300350Z AUTO 06007KT 9999 NCD 11/06 Q1023
EGLC,2026-04-30 04:20,51.80,EGLC 300420Z AUTO 07009KT 9999 NCD 11/06 Q1023
EGLC,2026-04-30 04:50,51.80,EGLC 300450Z AUTO 07009KT 9999 NCD 11/05 Q1023
EGLC,2026-04-30 05:20,53.60,EGLC 300520Z AUTO 07007KT 030V120 9999 NCD 12/05 Q1023
EGLC,2026-04-30 05:50,53.60,EGLC 300550Z AUTO 09011KT 050V110 9999 NCD 12/04 Q1023
EGLC,2026-04-30 06:20,55.40,EGLC 300620Z AUTO 09015KT 9999 NCD 13/04 Q1023
EGLC,2026-04-30 06:50,55.40,EGLC 300650Z AUTO 09016KT 9999 NCD 13/04 Q1023
EGLC,2026-04-30 07:20,57.20,EGLC 300720Z AUTO 09015KT 9999 NCD 14/04 Q1023
EGLC,2026-04-30 07:50,59.00,EGLC 300750Z AUTO 09015KT 9999 NCD 15/03 Q1023
EGLC,2026-04-30 08:20,59.00,EGLC 300820Z AUTO 09015KT 9999 NCD 15/03 Q1023
EGLC,2026-04-30 08:50,57.20,EGLC 300850Z AUTO 07015KT 9999 NCD 14/05 Q1023
EGLC,2026-04-30 09:20,59.00,EGLC 300920Z AUTO 08015KT 9999 NCD 15/04 Q1023
EGLC,2026-04-30 09:50,59.00,EGLC 300950Z AUTO 08016KT 9999 NCD 15/05 Q1023
EGLC,2026-04-30 10:20,59.00,EGLC 301020Z AUTO 08016KT 9999 NCD 15/05 Q1023
EGLC,2026-04-30 10:50,62.60,EGLC 301050Z AUTO 09018KT 9999 NCD 17/05 Q1022
EGLC,2026-04-30 11:20,60.80,EGLC 301120Z AUTO 10018KT 9999 NCD 16/04 Q1022
EGLC,2026-04-30 11:50,60.80,EGLC 301150Z AUTO 09015KT 9999 NCD 16/05 Q1023
EGLC,2026-04-30 12:20,62.60,EGLC 301220Z AUTO 09016KT 9999 NCD 17/05 Q1022
EGLC,2026-04-30 12:50,64.40,EGLC 301250Z AUTO 09016KT 9999 NCD 18/05 Q1022
EGLC,2026-04-30 13:20,64.40,EGLC 301320Z AUTO 09018KT 9999 NCD 18/03 Q1022
EGLC,2026-04-30 13:50,64.40,EGLC 301350Z AUTO 10018KT 9999 NCD 18/03 Q1022
EGLC,2026-04-30 14:20,64.40,EGLC 301420Z AUTO 09021KT 9999 NCD 18/02 Q1021
EGLC,2026-04-30 14:50,64.40,EGLC 301450Z AUTO 08018KT 9999 NCD 18/02 Q1021
EGLC,2026-04-30 15:20,64.40,EGLC 301520Z AUTO 08019KT 9999 NCD 18/01 Q1021
EGLC,2026-04-30 15:50,66.20,EGLC 301550Z AUTO 09021KT 9999 NCD 19/M00 Q1021
EGLC,2026-04-30 16:20,64.40,EGLC 301620Z AUTO 09018KT 9999 NCD 18/M00 Q1021
EGLC,2026-04-30 16:50,64.40,EGLC 301650Z AUTO 09016KT 9999 NCD 18/01 Q1021
EGLC,2026-04-30 17:20,62.60,EGLC 301720Z AUTO 09020KT 9999 NCD 17/02 Q1020
EGLC,2026-04-30 17:50,62.60,EGLC 301750Z AUTO 08014KT 9999 NCD 17/03 Q1021
EGLC,2026-04-30 18:20,60.80,EGLC 301820Z AUTO 08015KT 9999 NCD 16/04 Q1021
EGLC,2026-04-30 18:50,60.80,EGLC 301850Z AUTO 09011KT 9999 NCD 16/04 Q1021
EGLC,2026-04-30 19:20,59.00,EGLC 301920Z AUTO 09010KT 9999 NCD 15/04 Q1021
EGLC,2026-04-30 19:50,57.20,EGLC 301950Z AUTO 09009KT 9999 NCD 14/04 Q1021
EGLC,2026-04-30 20:20,57.20,EGLC 302020Z AUTO 09008KT 9999 NCD 14/05 Q1021
EGLC,2026-04-30 20:50,57.20,EGLC 302050Z AUTO 08006KT 9999 NCD 14/05 Q1021
EGLC,2026-04-30 21:20,55.40,EGLC 302120Z AUTO 08007KT 9999 NCD 13/06 Q1021
EGLC,2026-04-30 21:50,55.40,EGLC 302150Z AUTO 08006KT 9999 NCD 13/07 Q1021
EGLC,2026-04-30 22:20,55.40,EGLC 302220Z AUTO 07006KT 9999 NCD 13/07 Q1021
EGLC,2026-04-30 22:50,53.60,EGLC 302250Z AUTO 07007KT 9999 NCD 12/08 Q1021
EGLC,2026-04-30 23:20,51.80,EGLC 302320Z AUTO 09007KT 9999 NCD 11/07 Q1021
EGLC,2026-04-30 23:50,53.60,EGLC 302350Z AUTO 09005KT 9999 NCD 12/07 Q1021
EGLC,2026-05-01 00:20,51.80,EGLC 010020Z AUTO 09008KT 9999 NCD 11/07 Q1021
EGLC,2026-05-01 00:50,51.80,EGLC 010050Z AUTO VRB02KT 9999 NCD 11/07 Q1021
EGLC,2026-05-01 01:20,51.80,EGLC 010120Z AUTO 10004KT 9999 NCD 11/06 Q1021
EGLC,2026-05-01 01:50,53.60,EGLC 010150Z AUTO 06005KT 9999 NCD 12/06 Q1021
EGLC,2026-05-01 02:20,53.60,EGLC 010220Z AUTO 08005KT 9999 NCD 12/05 Q1021
EGLC,2026-05-01 02:50,50.00,EGLC 010250Z AUTO VRB01KT 9999 NCD 10/05 Q1021
EGLC,2026-05-01 03:20,50.00,EGLC 010320Z AUTO 08003KT 010V140 9999 NCD 10/05 Q1021
EGLC,2026-05-01 03:50,50.00,EGLC 010350Z AUTO 09004KT 050V110 9999 NCD 10/05 Q1020
EGLC,2026-05-01 04:20,50.00,EGLC 010420Z AUTO 10006KT 9999 NCD 10/04 Q1020
EGLC,2026-05-01 04:50,50.00,EGLC 010450Z AUTO 08004KT 040V100 9999 NCD 10/04 Q1020
EGLC,2026-05-01 05:20,51.80,EGLC 010520Z AUTO 10006KT 9999 NCD 11/04 Q1020
EGLC,2026-05-01 05:50,51.80,EGLC 010550Z AUTO 09006KT 9999 NCD 11/04 Q1021
EGLC,2026-05-01 06:20,53.60,EGLC 010620Z AUTO 09005KT 9999 NCD 12/03 Q1021
EGLC,2026-05-01 06:50,55.40,EGLC 010650Z AUTO 09006KT 9999 NCD 13/03 Q1021
EGLC,2026-05-01 07:20,57.20,EGLC 010720Z AUTO 08006KT 9999 NCD 14/03 Q1021
EGLC,2026-05-01 07:50,59.00,EGLC 010750Z AUTO 08007KT 9999 NCD 15/03 Q1021
EGLC,2026-05-01 08:20,60.80,EGLC 010820Z AUTO 08007KT 9999 NCD 16/03 Q1021
EGLC,2026-05-01 08:50,62.60,EGLC 010850Z AUTO 08008KT 9999 NCD 17/04 Q1021
EGLC,2026-05-01 09:20,62.60,EGLC 010920Z AUTO 07008KT 9999 NCD 17/04 Q1021
EGLC,2026-05-01 09:50,64.40,EGLC 010950Z AUTO 08008KT 9999 NCD 18/04 Q1021
EGLC,2026-05-01 10:20,68.00,EGLC 011020Z AUTO 08009KT 9999 NCD 20/04 Q1020
EGLC,2026-05-01 10:50,68.00,EGLC 011050Z AUTO 08008KT 9999 NCD 20/05 Q1020
EGLC,2026-05-01 11:20,69.80,EGLC 011120Z AUTO 08009KT 9999 NCD 21/06 Q1020
EGLC,2026-05-01 11:50,71.60,EGLC 011150Z AUTO 09008KT 9999 NCD 22/06 Q1020
EGLC,2026-05-01 12:20,75.20,EGLC 011220Z AUTO 13008KT 080V180 9999 NCD 24/05 Q1019
EGLC,2026-05-01 12:50,75.20,EGLC 011250Z AUTO 14008KT 090V210 9999 NCD 24/06 Q1019
EGLC,2026-05-01 13:20,75.20,EGLC 011320Z AUTO 17007KT 130V230 9999 NCD 24/07 Q1019
EGLC,2026-05-01 13:50,75.20,EGLC 011350Z AUTO 15008KT 110V190 9999 NCD 24/08 Q1019
EGLC,2026-05-01 14:20,75.20,EGLC 011420Z AUTO 18007KT 070V230 9999 NCD 24/09 Q1019
EGLC,2026-05-01 14:50,75.20,EGLC 011450Z AUTO 21007KT 160V240 9999 NCD 24/10 Q1019
EGLC,2026-05-01 15:20,75.20,EGLC 011520Z AUTO 19007KT 150V250 9999 NCD 24/11 Q1018
EGLC,2026-05-01 15:50,75.20,EGLC 011550Z AUTO 18007KT 150V230 9999 FEW048 24/11 Q1018
EGLC,2026-05-01 16:20,73.40,EGLC 011620Z AUTO 19010KT 140V230 9999 SCT042 23/12 Q1018
EGLC,2026-05-01 16:50,73.40,EGLC 011650Z AUTO 21010KT 9999 FEW039 23/13 Q1018
EGLC,2026-05-01 17:20,71.60,EGLC 011720Z AUTO 20009KT 150V250 9999 NCD 22/12 Q1018
EGLC,2026-05-01 17:50,71.60,EGLC 011750Z AUTO 20009KT 150V230 9999 NCD 22/12 Q1018
EGLC,2026-05-01 18:20,69.80,EGLC 011820Z AUTO 20007KT 160V240 9999 NCD 21/12 Q1018
EGLC,2026-05-01 18:50,68.00,EGLC 011850Z AUTO 20008KT 170V230 9999 NCD 20/12 Q1019
EGLC,2026-05-01 19:20,68.00,EGLC 011920Z AUTO 22010KT 9999 -RA NCD 20/12 Q1019
EGLC,2026-05-01 19:50,66.20,EGLC 011950Z AUTO 22008KT 9999 NCD 19/12 Q1019
EGLC,2026-05-01 20:20,66.20,EGLC 012020Z AUTO 22009KT 9999 NCD 19/11 Q1019
EGLC,2026-05-01 20:50,64.40,EGLC 012050Z AUTO 22007KT 190V250 9999 NCD 18/11 Q1019
EGLC,2026-05-01 21:20,64.40,EGLC 012120Z AUTO 20005KT 160V240 9999 NCD 18/11 Q1019
EGLC,2026-05-01 21:50,64.40,EGLC 012150Z AUTO 20007KT 170V230 9999 NCD 18/11 Q1019
EGLC,2026-05-01 22:20,62.60,EGLC 012220Z AUTO 22009KT 9999 NCD 17/11 Q1019
EGLC,2026-05-01 22:50,60.80,EGLC 012250Z AUTO 23006KT 9999 NCD 16/10 Q1019
EGLC,2026-05-01 23:20,60.80,EGLC 012320Z AUTO 20006KT 160V240 9999 NCD 16/10 Q1019
EGLC,2026-05-01 23:50,59.00,EGLC 012350Z AUTO 21008KT 180V240 9999 NCD 15/09 Q1019
EGLC,2026-05-02 00:20,57.20,EGLC 020020Z AUTO 22007KT 9999 NCD 14/09 Q1019
EGLC,2026-05-02 00:50,55.40,EGLC 020050Z AUTO 22006KT 9999 NCD 13/09 Q1019
EGLC,2026-05-02 01:20,55.40,EGLC 020120Z AUTO 21006KT 9999 NCD 13/09 Q1019
EGLC,2026-05-02 01:50,53.60,EGLC 020150Z AUTO 21006KT 9999 NCD 12/10 Q1018
EGLC,2026-05-02 02:20,53.60,EGLC 020220Z AUTO 23006KT 200V260 9999 NCD 12/10 Q1018
EGLC,2026-05-02 02:50,53.60,EGLC 020250Z AUTO 22007KT 9999 NCD 12/10 Q1018
EGLC,2026-05-02 03:20,53.60,EGLC 020320Z AUTO 23006KT 190V250 9999 NCD 12/10 Q1018
EGLC,2026-05-02 03:50,51.80,EGLC 020350Z AUTO 22006KT 9999 NCD 11/09 Q1018
EGLC,2026-05-02 04:20,51.80,EGLC 020420Z AUTO 23007KT 9999 NCD 11/09 Q1018
EGLC,2026-05-02 04:50,51.80,EGLC 020450Z AUTO 24007KT 9999 NCD 11/09 Q1018
EGLC,2026-05-02 05:20,51.80,EGLC 020520Z AUTO 25006KT 9000 SCT006 11/09 Q1018
EGLC,2026-05-02 05:50,51.80,EGLC 020550Z AUTO 22006KT 9999 NCD 11/09 Q1018
EGLC,2026-05-02 06:20,51.80,EGLC 020620Z AUTO 24005KT 200V260 9999 NCD 11/09 Q1018
EGLC,2026-05-02 06:50,51.80,EGLC 020650Z AUTO 22006KT 9999 NCD 11/09 Q1018
EGLC,2026-05-02 07:20,53.60,EGLC 020720Z AUTO 23005KT 200V300 9999 NCD 12/09 Q1018
EGLC,2026-05-02 07:50,55.40,EGLC 020750Z AUTO 24005KT 190V280 9999 NCD 13/09 Q1018
EGLC,2026-05-02 08:20,57.20,EGLC 020820Z AUTO 21005KT 150V240 9999 NCD 14/09 Q1018
EGLC,2026-05-02 08:50,59.00,EGLC 020850Z AUTO 28004KT 230V310 9999 NCD 15/10 Q1018
EGLC,2026-05-02 09:20,60.80,EGLC 020920Z AUTO VRB02KT 9999 NCD 16/09 Q1017
EGLC,2026-05-02 09:50,62.60,EGLC 020950Z AUTO 30004KT 260V340 9999 NCD 17/09 Q1017
EGLC,2026-05-02 10:20,62.60,EGLC 021020Z AUTO VRB03KT 9999 NCD 17/09 Q1017
EGLC,2026-05-02 10:50,66.20,EGLC 021050Z AUTO 28005KT 230V310 9999 NCD 19/08 Q1017
EGLC,2026-05-02 11:20,66.20,EGLC 021120Z AUTO VRB02KT 9999 NCD 19/08 Q1016
EGLC,2026-05-02 11:50,69.80,EGLC 021150Z AUTO VRB04KT 9999 NCD 21/07 Q1016
EGLC,2026-05-02 12:20,69.80,EGLC 021220Z AUTO 19003KT 110V250 9999 NCD 21/07 Q1015
EGLC,2026-05-02 12:50,71.60,EGLC 021250Z AUTO 18006KT 090V220 9999 NCD 22/07 Q1015
EGLC,2026-05-02 13:20,71.60,EGLC 021320Z AUTO 19006KT 130V240 9999 NCD 22/07 Q1015
EGLC,2026-05-02 13:50,71.60,EGLC 021350Z AUTO 20005KT 100V270 9999 NCD 22/08 Q1014
EGLC,2026-05-02 14:20,71.60,EGLC 021420Z AUTO 22005KT 180V280 9999 NCD 22/08 Q1014
EGLC,2026-05-02 14:50,73.40,EGLC 021450Z AUTO 15004KT 070V220 9999 NCD 23/08 Q1013
EGLC,2026-05-02 15:20,71.60,EGLC 021520Z AUTO 14009KT 100V180 9999 NCD 22/08 Q1013
EGLC,2026-05-02 15:50,69.80,EGLC 021550Z AUTO 09013KT 9999 NCD 21/11 Q1012
EGLC,2026-05-02 16:20,68.00,EGLC 021620Z AUTO 09013KT 9999 -RA //////TCU 20/12 Q1012
EGLC,2026-05-02 16:50,68.00,EGLC 021650Z AUTO 16009KT 130V190 9999 -RA //////TCU 20/11 Q1012
EGLC,2026-05-02 17:20,62.60,EGLC 021720Z AUTO 20006KT 170V240 9999 -RA //////CB 17/12 Q1012
EGLC,2026-05-02 17:50,62.60,EGLC 021750Z AUTO 18004KT 130V220 9999 //////TCU 17/12 Q1012
EGLC,2026-05-02 18:20,60.80,EGLC 021820Z AUTO 12007KT 9999 -RA BKN042 16/11 Q1012
EGLC,2026-05-02 18:50,62.60,EGLC 021850Z AUTO 09006KT 9999 BKN043 17/11 Q1011
EGLC,2026-05-02 19:20,60.80,EGLC 021920Z AUTO 12008KT 9999 BKN029/// BKN036/// //////CB 16/12 Q1011
EGLC,2026-05-02 19:50,60.80,EGLC 021950Z AUTO 10008KT 9999 FEW034/// //////TCU 16/12 Q1011
EGLC,2026-05-02 20:20,60.80,EGLC 022020Z AUTO 13006KT 100V180 9999 //////TCU 16/12 Q1012
EGLC,2026-05-02 20:50,60.80,EGLC 022050Z AUTO 14006KT 100V180 9999 -RA FEW024 16/12 Q1011
EGLC,2026-05-02 21:20,59.00,EGLC 022120Z AUTO 12005KT 070V170 9999 SCT049 15/12 Q1011
EGLC,2026-05-02 21:50,59.00,EGLC 022150Z AUTO 12005KT 070V170 9999 BKN047 15/12 Q1011
EGLC,2026-05-02 22:20,59.00,EGLC 022220Z AUTO 18005KT 140V230 9999 FEW032 BKN044 15/12 Q1011
EGLC,2026-05-02 22:50,59.00,EGLC 022250Z AUTO 17003KT 110V220 9999 SCT024 15/12 Q1011
EGLC,2026-05-02 23:20,59.00,EGLC 022320Z AUTO 20004KT 150V230 9999 SCT015 BKN020 BKN025 15/12 Q1011
EGLC,2026-05-02 23:50,59.00,EGLC 022350Z AUTO 22005KT 180V250 9999 BKN014 15/12 Q1010
EGLC,2026-05-03 00:20,59.00,EGLC 030020Z AUTO 20004KT 150V250 9999 SCT015 15/12 Q1010
EGLC,2026-05-03 00:50,59.00,EGLC 030050Z AUTO 20005KT 170V230 9999 BKN013 15/12 Q1010
EGLC,2026-05-03 01:20,59.00,EGLC 030120Z AUTO 24007KT 9999 BKN012 15/12 Q1010
