station,valid,metar
LGA,2026-08-20 06:51,KLGA 200651Z 31004KT 10SM FEW170 BKN250 25/18 A2993 RMK AO2 SLP134 T02500183 $
LGA,2026-08-20 07:51,KLGA 200751Z 00000KT 10SM FEW150 BKN250 25/18 A2994 RMK AO2 SLP138 T02500178 $
LGA,2026-08-20 08:51,KLGA 200851Z 00000KT 10SM FEW150 BKN250 24/19 A2994 RMK AO2 SLP139 T02440189 53005 $
LGA,2026-08-20 09:51,KLGA 200951Z 00000KT 10SM FEW050 FEW150 BKN250 24/18 A2994 RMK AO2 SLP140 T02440183 $
LGA,2026-08-20 10:51,KLGA 201051Z 34003KT 10SM FEW150 SCT250 24/18 A2997 RMK AO2 SLP147 T02440183 $
LGA,2026-08-20 11:51,KLGA 201151Z 30003KT 10SM FEW150 SCT250 25/18 A2998 RMK AO2 SLP150 T02500183 10256 20244 53011 $
LGA,2026-08-20 12:51,KLGA 201251Z 06004KT 10SM FEW100 FEW150 SCT250 26/18 A2997 RMK AO2 SLP148 T02610178 $
LGA,2026-08-20 13:51,KLGA 201351Z 05005KT 10SM FEW100 FEW150 BKN250 27/18 A2997 RMK AO2 SLP149 T02720178 $
LGA,2026-08-20 14:51,KLGA 201451Z 05007KT 10SM FEW050 SCT120 BKN250 28/17 A2998 RMK AO2 SLP152 T02780172 53002 $
LGA,2026-08-20 15:51,KLGA 201551Z 18009G16KT 10SM SCT048 SCT120 BKN250 29/18 A2998 RMK AO2 SLP151 T02940183 $
LGA,2026-08-20 16:51,KLGA 201651Z 19011KT 10SM FEW045 BKN100 OVC150 28/17 A2998 RMK AO2 SLP151 T02830167 $
LGA,2026-08-20 17:51,KLGA 201751Z 18008KT 10SM -RA FEW045 BKN090 OVC140 28/18 A2997 RMK AO2 RAB34 SLP148 P0000 60000 T02830178 10300 20250 58004 $
LGA,2026-08-20 18:51,KLGA 201851Z 15007KT 130V200 8SM -RA FEW030 SCT050 BKN075 OVC140 27/19 A2995 RMK AO2 RAE02B48 SLP141 P0000 T02720189 $
LGA,2026-08-20 19:51,KLGA 201951Z COR 16006KT 10SM FEW038 BKN065 OVC140 27/21 A2993 RMK AO2 RAE03B27E44 SLP134 P0001 T02670206 $
LGA,2026-08-20 20:51,KLGA 202051Z 13011G20KT 10SM FEW030 SCT055 BKN070 OVC140 27/20 A2989 RMK AO2 RAB21E31 SLP121 P0000 60001 T02670200 58027 $
LGA,2026-08-20 21:51,KLGA 202151Z 10008KT 5SM RA FEW024 BKN037 OVC047 26/21 A2990 RMK AO2 RAB09 SLP123 P0002 T02560211 $
LGA,2026-08-20 22:01,KLGA 202201Z 04006KT 2 1/2SM R04/4500VP6000FT +RA FEW020 BKN032 OVC040 23/21 A2991 RMK AO2 P0013 T02330206 $
LGA,2026-08-20 22:08,KLGA 202208Z 35007KT 1SM R04/3500VP6000FT +RA BR FEW019 BKN027 OVC034 23/21 A2992 RMK AO2 P0028 T02330211 $
LGA,2026-08-20 22:15,KLGA 202215Z COR 35010G18KT 330V030 1SM R04/2800V5500FT +TSRA BR FEW005 BKN027CB OVC034 23/22 A2992 RMK AO2 TSB14 OCNL LTGCG OHD TS OHD MOV E P0049 T02280217 $
LGA,2026-08-20 22:23,KLGA 202223Z 03015G22KT 3/4SM R04/1600V4000FT +TSRA BR FEW005 BKN022CB OVC029 22/21 A2992 RMK AO2 TSB14 OCNL LTGCG OHD TS OHD MOV E P0074 T02170206 $
LGA,2026-08-20 22:36,KLGA 202236Z 36019G28KT 3/4SM R04/1200V4000FT +TSRA BR FEW007 BKN011 OVC022CB 21/20 A2992 RMK AO2 PK WND 35028/2236 TSB14 OCNL LTGICCG OHD-E TS OHD-E MOV E P0109 T02110200 $
LGA,2026-08-20 22:51,KLGA 202251Z 35017G30KT 3/4SM R04/1800V3500FT +TSRA BR FEW007 BKN011 OVC020CB 21/19 A2994 RMK AO2 PK WND 36030/2244 TSB14 SLP137 OCNL LTGICCG OHD-E TS OHD-E MOV E P0165 T02060194 $
LGA,2026-08-20 23:13,KLGA 202313Z 01018G27KT 2SM R04/3500VP6000FT +TSRA BR FEW009 OVC021CB 20/19 A2994 RMK AO2 PK WND 01027/2311 OCNL LTGICCC OHD-SE TS OHD-SE MOV E P0032 T02000189 $
LGA,2026-08-20 23:25,KLGA 202325Z 36014G27KT 2 1/2SM +RA BR SCT009 OVC019 20/19 A2996 RMK AO2 PK WND 01027/2311 TSE24 PRESRR P0042 T02000189 $
LGA,2026-08-20 23:43,KLGA 202343Z 02016G29KT 3SM +RA BR FEW009 BKN021 OVC037 20/19 A2994 RMK AO2 PK WND 02029/2338 TSE24 P0053 T02000189 $
LGA,2026-08-20 23:51,KLGA 202351Z 03015G26KT 3SM +RA BR SCT009 BKN022 OVC038 21/19 A2995 RMK AO2 PK WND 02029/2338 TSE24 SLP140 P0057 60225 T02060189 10283 20194 53019 $
LGA,2026-08-21 00:20,KLGA 210020Z 04013G20KT 4SM RA BR BKN010 OVC026 19/18 A2996 RMK AO2 PK WND 03029/2358 P0010 T01940183 $
LGA,2026-08-21 00:51,KLGA 210051Z 04012G19KT 6SM -RA BR BKN013 OVC028 19/18 A2997 RMK AO2 PK WND 03029/2358 SLP148 P0014 T01940178 $
LGA,2026-08-21 01:07,KLGA 210107Z 03015G24KT 10SM -RA BKN015 BKN021 OVC028 19/17 A2998 RMK AO2 P0000 T01940172 $
LGA,2026-08-21 01:38,KLGA 210138Z 03013G18KT 3SM RA BR FEW015 OVC032 18/17 A2999 RMK AO2 PK WND 04026/0111 P0003 T01830167 $
LGA,2026-08-21 01:51,KLGA 210151Z 03008G17KT 4SM RA BR FEW013 FEW029 OVC033 18/17 A3000 RMK AO2 PK WND 04026/0111 SLP159 P0005 T01830167 $
LGA,2026-08-21 02:47,KLGA 210247Z 03010KT 4SM -RA BR FEW007 SCT017 OVC070 18/18 A2998 RMK AO2 P0040 $
LGA,2026-08-21 02:51,KLGA 210251Z 02010KT 4SM -RA BR FEW007 SCT017 OVC070 18/18 A2998 RMK AO2 SLP152 P0041 60060 T01830178 50012 $
LGA,2026-08-21 03:37,KLGA 210337Z 03009G19KT 5SM BR FEW007 BKN010 OVC030 19/17 A2997 RMK AO2 RAE22 P0001 T01890172 $
LGA,2026-08-21 03:51,KLGA 210351Z 02012KT 7SM FEW007 BKN010 OVC030 19/17 A2998 RMK AO2 RAE22 SLP150 P0001 T01890172 $
LGA,2026-08-21 04:28,KLGA 210428Z 01009KT 8SM FEW007 BKN015 OVC030 19/17 A2998 RMK AO2 T01890172 $
LGA,2026-08-21 04:51,KLGA 210451Z 35011KT 8SM FEW007 BKN019 OVC030 19/17 A2997 RMK AO2 SLP149 T01940172 403000183 $
LGA,2026-08-21 05:51,KLGA 210551Z 35014KT 10SM FEW007 SCT012 OVC019 19/17 A2997 RMK AO2 SLP149 60061 T01890167 10206 20183 56003 $
LGA,2026-08-21 06:51,KLGA 210651Z 01012G21KT 10SM FEW007 OVC019 19/16 A2997 RMK AO2 SLP148 T01890156 $
LGA,2026-08-21 07:51,KLGA 210751Z 02008KT 10SM FEW008 OVC019 19/16 A2999 RMK AO2 SLP154 T01890156 $
LGA,2026-08-21 08:51,KLGA 210851Z COR 36011KT 10SM -RA FEW008 OVC024 18/16 A3000 RMK AO2 RAB11 SLP157 P0000 60000 T01780161 53008 $
LGA,2026-08-21 09:51,KLGA 210951Z 03011KT 8SM -RA FEW008 OVC025 18/16 A3002 RMK AO2 SLP165 RAE06B49 P0000 T01830156 $
LGA,2026-08-21 10:51,KLGA 211051Z 01010G18KT 10SM BKN024 BKN055 OVC180 19/15 A3004 RMK AO2 RAE04DZB04E51 SLP171 P0000 T01890150 $
LGA,2026-08-21 11:51,KLGA 211151Z 01008KT 10SM BKN039 BKN055 BKN180 19/15 A3004 RMK AO2 SLP172 60000 70286 T01940150 10194 20178 51015 $
LGA,2026-08-21 12:51,KLGA 211251Z 01006KT 10SM SCT055 SCT200 21/15 A3005 RMK AO2 SLP176 T02060150
LGA,2026-08-21 13:51,KLGA 211351Z VRB06KT 10SM FEW025 BKN055 BKN250 21/15 A3005 RMK AO2 SLP177 T02110150
LGA,2026-08-21 14:51,KLGA 211451Z 03007KT 10SM SCT026 BKN055 BKN250 23/16 A3006 RMK AO2 SLP179 T02280161 51007
LGA,2026-08-21 15:51,KLGA 211551Z 05008KT 10SM FEW029 SCT055 BKN250 24/17 A3006 RMK AO2 SLP179 T02390167
LGA,2026-08-21 16:51,KLGA 211651Z 06005KT 10SM SCT031 SCT060 BKN250 24/18 A3006 RMK AO2 SLP180 T02440178
LGA,2026-08-21 17:51,KLGA 211751Z 06008KT 10SM SCT035 BKN060 BKN250 25/17 A3006 RMK AO2 SLP179 T02500172 10256 20194 58001
LGA,2026-08-21 18:51,KLGA 211851Z 06009KT 10SM FEW043 SCT050 BKN065 BKN250 26/17 A3005 RMK AO2 SLP176 T02560172
LGA,2026-08-21 19:51,KLGA 211951Z 06011G19KT 10SM FEW035 SCT050 BKN065 BKN200 BKN250 26/17 A3003 RMK AO2 SLP170 T02560172
LGA,2026-08-21 20:51,KLGA 212051Z 06011G19KT 10SM FEW035 BKN050 BKN250 26/18 A3003 RMK AO2 SLP169 T02560178 56009
LGA,2026-08-21 21:51,KLGA 212151Z 06008KT 10SM FEW035 BKN055 BKN250 25/18 A3004 RMK AO2 SLP172 T02500178
LGA,2026-08-21 22:51,KLGA 212251Z 06007KT 10SM FEW045 BKN060 BKN250 25/17 A3003 RMK AO2 SLP169 T02500172
LGA,2026-08-21 23:51,KLGA 212351Z 08009KT 10SM FEW045 BKN065 BKN200 BKN250 24/18 A3004 RMK AO2 SLP171 T02440178 10261 20244 51002
LGA,2026-08-22 00:51,KLGA 220051Z 05007KT 10SM FEW045 SCT065 BKN250 23/18 A3005 RMK AO2 SLP174 T02280178
LGA,2026-08-22 01:51,KLGA 220151Z 08008KT 10SM FEW055 SCT070 BKN250 23/17 A3006 RMK AO2 SLP180 T02330172
LGA,2026-08-22 02:51,KLGA 220251Z 09005KT 10SM FEW055 SCT070 BKN250 22/17 A3006 RMK AO2 SLP180 T02220167 51009
LGA,2026-08-22 03:51,KLGA 220351Z 10004KT 10SM SCT070 BKN250 22/17 A3007 RMK AO2 SLP181 T02220167
LGA,2026-08-22 04:51,KLGA 220451Z 02003KT 10SM SCT200 BKN250 22/17 A3006 RMK AO2 SLP179 T02170172 402610178
LGA,2026-08-22 05:51,KLGA 220551Z 00000KT 10SM SCT200 BKN250 22/17 A3005 RMK AO2 SLP176 T02170172 10239 20217 58004
LGA,2026-08-22 06:51,KLGA 220651Z 04006KT 10SM OVC180 22/17 A3004 RMK AO2 SLP173 T02220167
LGA,2026-08-22 07:51,KLGA 220751Z 04008KT 10SM BKN170 BKN250 22/17 A3003 RMK AO2 SLP170 T02170167
LGA,2026-08-22 08:51,KLGA 220851Z 03005KT 10SM BKN180 OVC250 21/16 A3003 RMK AO2 SLP169 T02110161 56007
LGA,2026-08-22 09:51,KLGA 220951Z 03006KT 10SM SCT180 BKN240 21/16 A3003 RMK AO2 SLP168 T02110161
LGA,2026-08-22 10:51,KLGA 221051Z 07003KT 10SM FEW070 BKN180 BKN250 21/16 A3005 RMK AO2 SLP176 T02110161
LGA,2026-08-22 11:51,KLGA 221151Z 04005KT 10SM FEW070 BKN180 BKN250 22/17 A3005 RMK AO2 SLP176 T02170167 10222 20211 53007
LGA,2026-08-22 12:51,KLGA 221251Z 05005KT 10SM FEW030 SCT070 BKN170 BKN250 22/17 A3005 RMK AO2 SLP176 T02170172
LGA,2026-08-22 13:51,KLGA 221351Z 05006KT 10SM FEW030 SCT070 BKN150 BKN250 22/17 A3004 RMK AO2 SLP173 T02170172
LGA,2026-08-22 14:51,KLGA 221451Z 04005KT 10SM SCT030 BKN070 BKN150 BKN250 22/17 A3004 RMK AO2 SLP173 T02220172 55003
LGA,2026-08-22 15:51,KLGA 221551Z 04006KT 10SM SCT030 BKN070 BKN150 BKN250 22/17 A3004 RMK AO2 SLP171 T02220172
LGA,2026-08-22 16:51,KLGA 221651Z 04007KT 10SM BKN034 BKN070 BKN150 23/17 A3003 RMK AO2 SLP167 T02280167
LGA,2026-08-22 17:51,KLGA 221751Z 04008KT 10SM FEW030 SCT042 BKN070 BKN150 24/18 A3001 RMK AO2 SLP163 T02390183 10239 20217 58010
LGA,2026-08-22 18:51,KLGA 221851Z 04008KT 10SM FEW030 SCT047 BKN070 BKN150 BKN250 24/18 A3000 RMK AO2 SLP157 T02440183
LGA,2026-08-22 19:51,KLGA 221951Z 04010KT 10SM SCT030TCU SCT045 BKN075 BKN150 BKN250 24/19 A2997 RMK AO2 SLP149 TCU OHD AND E T02440189
LGA,2026-08-22 20:51,KLGA 222051Z 05010KT 10SM SCT030TCU BKN055 BKN150 BKN250 24/19 A2996 RMK AO2 SLP146 TCU OHD T02390189 56017
LGA,2026-08-22 21:51,KLGA 222151Z 05011KT 10SM SCT030TCU BKN048 BKN150 BKN250 24/19 A2995 RMK AO2 RAB18E43 SLP140 TCU OHD AND E P0000 T02390189
LGA,2026-08-22 22:51,KLGA 222251Z 10007G18KT 10SM SCT024 BKN049 BKN150 BKN250 25/18 A2994 RMK AO2 SLP137 TCU DSNT N-DSNT E T02500183
LGA,2026-08-22 23:51,KLGA 222351Z 14009KT 10SM SCT024 SCT030 BKN036 BKN150 BKN250 23/18 A2994 RMK AO2 SLP138 60000 T02330183 10250 20233 55008
LGA,2026-08-23 00:51,KLGA 230051Z VRB06KT 10SM SCT024 BKN036 BKN150 BKN250 23/19 A2995 RMK AO2 SLP142 T02280189
LGA,2026-08-23 01:51,KLGA 230151Z 14008KT 10SM SCT024 BKN036 BKN090 BKN250 22/19 A2995 RMK AO2 SLP140 T02220189
LGA,2026-08-23 02:51,KLGA 230251Z 13006KT 10SM SCT018 BKN035 BKN090 BKN250 22/19 A2994 RMK AO2 SLP137 T02220189 58000
LGA,2026-08-23 03:51,KLGA 230351Z 14008KT 10SM SCT015 BKN032 BKN090 BKN250 22/19 A2991 RMK AO2 SLP129 T02170189
LGA,2026-08-23 04:51,KLGA 230451Z 13004KT 10SM SCT015 BKN065 BKN120 BKN250 22/19 A2990 RMK AO2 SLP125 T02170189 402500211
LGA,2026-08-23 05:51,KLGA 230551Z 11006KT 10SM SCT012 BKN065 BKN100 OVC250 22/19 A2988 RMK AO2 SLP119 T02170194 10233 20217 56019
LGA,2026-08-23 06:47,KLGA 230647Z 08005KT 10SM FEW012 BKN026 OVC065 22/19 A2987 RMK AO2
LGA,2026-08-23 06:51,KLGA 230651Z 08006KT 10SM FEW012 BKN026 OVC065 22/19 A2986 RMK AO2 SLP111 T02170194
LGA,2026-08-23 07:51,KLGA 230751Z 09007KT 10SM FEW012 BKN026 BKN065 OVC150 22/19 A2983 RMK AO2 SLP100 T02170194
LGA,2026-08-23 08:51,KLGA 230851Z 08005KT 10SM FEW012 BKN028 BKN060 OVC150 22/19 A2981 RMK AO2 SLP094 T02170194 56024
LGA,2026-08-23 09:45,KLGA 230945Z 10009KT 10SM SCT009 BKN050 BKN070 OVC150 22/20 A2979 RMK AO2
LGA,2026-08-23 09:51,KLGA 230951Z 10008KT 10SM SCT009 BKN050 BKN070 BKN150 22/20 A2979 RMK AO2 SLP087 T02170200
LGA,2026-08-23 10:16,KLGA 231016Z 05007KT 5SM -RA BR BKN020 BKN046 OVC095 22/21 A2980 RMK AO2 RAB11 P0001 T02220206
LGA,2026-08-23 10:18,KLGA 231018Z 05007KT 5SM -RA BR FEW009 BKN020 BKN046 BKN130 22/21 A2979 RMK AO2 RAB11 P0002 T02170206
LGA,2026-08-23 10:37,KLGA 231037Z 01006KT 2SM R04/5500VP6000FT +RA BR FEW009 BKN018 BKN046 BKN130 22/21 A2980 RMK AO2 RAB11 P0016 T02170206
LGA,2026-08-23 10:48,KLGA 231048Z 34008KT 2SM R04/4000V5500FT +RA BR FEW006 BKN014 BKN046 BKN130 22/21 A2981 RMK AO2 RAB11 P0043
LGA,2026-08-23 10:51,KLGA 231051Z 34009G16KT 2SM R04/4000V6000FT +RA BR FEW006 BKN014 BKN046 OVC130 22/21 A2982 RMK AO2 RAB11 SLP096 P0049 T02170211
LGA,2026-08-23 10:58,KLGA 231058Z 35006G16KT 2SM R04/3000V6000FT +TSRA BR FEW006 BKN010 OVC014CB 21/21 A2981 RMK AO2 TSB55 OCNL LTGIC OHD TS OHD MOV NE P0015 T02110206
LGA,2026-08-23 11:14,KLGA 231114Z VRB04KT 1SM R04/2000V5500FT +TSRA BR FEW006 BKN010 OVC018CB 21/20 A2982 RMK AO2 SFC VIS 1 1/2 TSB55 OCNL LTGIC OHD TS OHD MOV NE P0065 T02060200
LGA,2026-08-23 11:33,KLGA 231133Z 07007KT 5SM -TSRA BR FEW006 BKN010 BKN022CB BKN130 21/19 A2980 RMK AO2 TSB1055 OCNL LTGIC OHD-NE TS OHD-NE MOV NE P0095 T02110194
LGA,2026-08-23 11:51,KLGA 231151Z 06005KT 7SM -TSRA FEW006 BKN014 BKN027CB BKN130 21/20 A2980 RMK AO2 SLP092 TSB1055 OCNL LTGIC NE TS NE MOV NE P0095 60144 70144 T02110200 10222 20206 56002
LGA,2026-08-23 12:18,KLGA 231218Z 33003KT 10SM FEW006 SCT014 BKN030 BKN130 BKN250 22/20 A2981 RMK AO2 RAE1155 TSE18 CB DSNT NE MOV NE P0000 T02170200
LGA,2026-08-23 12:51,KLGA 231251Z 25003KT 10SM FEW007 SCT015 BKN033 BKN130 BKN250 23/20 A2981 RMK AO2 RAE1155 TSE18 SLP094 CB DSNT NE MOV NE P0000 T02280200
LGA,2026-08-23 13:51,KLGA 231351Z 27003KT 10SM FEW018 SCT024 BKN040 BKN130 BKN250 23/19 A2982 RMK AO2 SLP097 T02330194
LGA,2026-08-23 14:51,KLGA 231451Z 33006KT 10SM FEW020 SCT034 BKN044 BKN130 BKN250 24/19 A2983 RMK AO2 SLP100 TCU DSNT NW 60000 T02440194 53008
LGA,2026-08-23 15:51,KLGA 231551Z 24005KT 10SM FEW027 SCT042 SCT070 BKN130 BKN250 26/18 A2981 RMK AO2 SLP094 TCU DSNT NW-DSNT NE T02560183
LGA,2026-08-23 16:51,KLGA 231651Z 24011KT 10SM SCT035TCU BKN049 BKN070 BKN250 27/18 A2981 RMK AO2 SLP093 TCU NW-NE T02670183
LGA,2026-08-23 17:51,KLGA 231751Z 25008KT 10SM SCT034TCU SCT045 BKN070 BKN250 28/18 A2980 RMK AO2 SLP091 TCU N-NE 60000 T02780178 10278 20211 56009
LGA,2026-08-23 18:51,KLGA 231851Z 23014G20KT 10SM SCT041 BKN250 28/18 A2979 RMK AO2 SLP088 T02830178
LGA,2026-08-23 19:51,KLGA 231951Z 23011G20KT 10SM SCT048 SCT250 28/16 A2978 RMK AO2 SLP085 T02830161
LGA,2026-08-23 20:51,KLGA 232051Z 23008KT 10SM SCT050 SCT250 28/15 A2978 RMK AO2 SLP085 T02830150 56006
LGA,2026-08-23 21:51,KLGA 232151Z 25012KT 10SM FEW050 FEW250 28/14 A2979 RMK AO2 SLP088 T02830139
LGA,2026-08-23 22:51,KLGA 232251Z 25009KT 10SM FEW050 FEW250 27/14 A2980 RMK AO2 SLP092 T02720144
LGA,2026-08-23 23:51,KLGA 232351Z 26012G20KT 10SM FEW045 BKN100 BKN250 27/14 A2982 RMK AO2 SLP098 T02720144 10289 20272 53014
LGA,2026-08-24 00:51,KLGA 240051Z 24013G20KT 10SM FEW050 FEW120 SCT250 26/13 A2985 RMK AO2 SLP107 T02610133
LGA,2026-08-24 01:51,KLGA 240151Z 26011KT 10SM FEW050 SCT120 SCT250 26/14 A2987 RMK AO2 SLP113 T02560144
LGA,2026-08-24 02:51,KLGA 240251Z 26009KT 10SM FEW050 BKN110 BKN250 25/15 A2988 RMK AO2 SLP120 T02500150 51021
LGA,2026-08-24 03:51,KLGA 240351Z 26006KT 10SM FEW050 FEW110 SCT250 24/14 A2988 RMK AO2 SLP119 T02440139
LGA,2026-08-24 04:51,KLGA 240451Z 28005KT 10SM FEW110 FEW250 24/14 A2989 RMK AO2 SLP120 T02390139 402890206
LGA,2026-08-24 05:51,KLGA 240551Z 26006KT 10SM FEW250 23/12 A2989 RMK AO2 SLP121 T02330122 10272 20233 53002
LGA,2026-08-24 06:51,KLGA 240651Z 23007KT 10SM FEW250 23/12 A2989 RMK AO2 SLP123 T02280117
LGA,2026-08-24 07:51,KLGA 240751Z 23006KT 10SM FEW250 22/13 A2990 RMK AO2 SLP124 T02170128
LGA,2026-08-24 08:51,KLGA 240851Z 25003KT 10SM FEW250 22/12 A2990 RMK AO2 SLP124 T02170117 51003
LGA,2026-08-24 09:51,KLGA 240951Z 00000KT 10SM FEW250 21/12 A2990 RMK AO2 SLP125 T02110122
LGA,2026-08-24 10:51,KLGA 241051Z 18004KT 10SM FEW120 FEW250 21/15 A2992 RMK AO2 SLP132 T02110150
LGA,2026-08-24 11:51,KLGA 241151Z 18006KT 10SM FEW120 FEW250 22/15 A2992 RMK AO2 SLP133 T02220150 10233 20206 53008
LGA,2026-08-24 12:51,KLGA 241251Z 23008KT 10SM FEW120 FEW250 24/13 A2993 RMK AO2 SLP134 T02390133
LGA,2026-08-24 13:51,KLGA 241351Z COR 22010KT 10SM BKN120 BKN250 25/11 A2993 RMK AO2 SLP135 T02500111
LGA,2026-08-24 14:51,KLGA 241451Z 24012G17KT 10SM FEW060 BKN120 BKN250 26/13 A2994 RMK AO2 SLP137 T02560128 53004
LGA,2026-08-24 15:51,KLGA 241551Z 21012KT 10SM FEW044 FEW090 BKN110 26/13 A2993 RMK AO2 SLP136 T02560128
LGA,2026-08-24 16:51,KLGA 241651Z COR 24009KT 10SM FEW050 SCT120 SCT250 26/13 A2993 RMK AO2 SLP133 T02610133 $
LGA,2026-08-24 17:51,KLGA 241751Z 27009KT 10SM SCT055 SCT120 SCT250 26/13 A2991 RMK AO2 SLP129 T02610133 10267 20222 58008
LGA,2026-08-24 18:51,KLGA 241851Z 19012G22KT 170V230 10SM SCT055 SCT070 BKN250 27/14 A2991 RMK AO2 SLP128 T02720139
LGA,2026-08-24 19:29,KLGA 241929Z 24011KT 10SM FEW060 SCT080 BKN250 27/13 A2991 RMK AO2 T02670133
LGA,2026-08-24 19:51,KLGA 241951Z 23011KT 10SM SCT065 BKN080 BKN250 27/14 A2991 RMK AO2 SLP128 T02720139
LGA,2026-08-24 20:51,KLGA 242051Z 27014G22KT 10SM SCT060 BKN080 BKN250 27/13 A2991 RMK AO2 SLP127 T02720128 56002
LGA,2026-08-24 21:51,KLGA 242151Z 25007KT 10SM SCT060 BKN075 BKN100 BKN250 27/13 A2992 RMK AO2 SLP130 T02670128
LGA,2026-08-24 22:51,KLGA 242251Z 27013KT 10SM BKN060 BKN090 BKN250 27/12 A2992 RMK AO2 SLP131 VCSH SE T02670122
LGA,2026-08-24 23:51,KLGA 242351Z 27007KT 10SM FEW060 SCT090 SCT250 26/12 A2994 RMK AO2 SLP138 T02560117 10278 20256 53011
LGA,2026-08-25 00:51,KLGA 250051Z 26010KT 10SM FEW060 FEW090 SCT250 25/12 A2996 RMK AO2 SLP144 T02500117
LGA,2026-08-25 01:51,KLGA 250151Z 29010KT 10SM FEW090 FEW250 24/13 A2998 RMK AO2 SLP151 T02390128
LGA,2026-08-25 02:51,KLGA 250251Z 30009KT 10SM FEW150 FEW250 23/13 A2998 RMK AO2 SLP152 T02280128 51014
LGA,2026-08-25 03:51,KLGA 250351Z 30008KT 10SM FEW150 FEW250 22/13 A2998 RMK AO2 SLP153 T02220128
LGA,2026-08-25 04:51,KLGA 250451Z 27009KT 10SM FEW150 FEW250 22/12 A2998 RMK AO2 SLP152 T02220122 402780206
LGA,2026-08-25 05:51,KLGA 250551Z 30013G20KT 10SM SCT150 BKN250 22/12 A2997 RMK AO2 SLP148 T02170122 10256 20217 58003
LGA,2026-08-25 06:51,KLGA 250651Z 31011KT 10SM FEW150 SCT250 21/13 A2996 RMK AO2 SLP146 T02110128
LGA,2026-08-25 07:51,KLGA 250751Z 30008KT 10SM FEW150 SCT250 20/13 A2996 RMK AO2 SLP146 T02000128
LGA,2026-08-25 08:51,KLGA 250851Z 31010KT 10SM FEW150 SCT250 20/13 A2996 RMK AO2 SLP146 T02000128 56003
LGA,2026-08-25 09:51,KLGA 250951Z 29009KT 10SM FEW250 19/13 A2998 RMK AO2 SLP153 T01940128
LGA,2026-08-25 10:51,KLGA 251051Z 29007KT 10SM FEW150 19/13 A3000 RMK AO2 SLP158 T01940128
LGA,2026-08-25 11:51,KLGA 251151Z 31006KT 10SM FEW080 20/13 A3000 RMK AO2 SLP160 T02000128 10217 20194 51014
LGA,2026-08-25 12:51,KLGA 251251Z COR 31009KT 10SM FEW060 21/13 A3001 RMK AO2 SLP162 T02060133
LGA,2026-08-25 13:51,KLGA 251351Z 31009KT 10SM FEW050 21/14 A3001 RMK AO2 SLP163 T02110139
LGA,2026-08-25 14:51,KLGA 251451Z 32008KT 10SM FEW045 22/14 A3001 RMK AO2 SLP162 T02220139 51003
LGA,2026-08-25 15:51,KLGA 251551Z 33006KT 10SM SCT038 23/14 A3000 RMK AO2 SLP159 T02280139
LGA,2026-08-25 16:51,KLGA 251651Z 34006KT 10SM SCT043 BKN060 24/14 A2999 RMK AO2 SLP154 T02390144
LGA,2026-08-25 17:51,KLGA 251751Z 32013KT 10SM FEW047 BKN065 24/14 A2998 RMK AO2 SLP151 T02440144 10244 20200 56011
LGA,2026-08-25 18:51,KLGA 251851Z 27010KT 10SM SCT049 BKN070 25/14 A2997 RMK AO2 SLP149 T02500139
LGA,2026-08-25 19:51,KLGA 251951Z 34005KT 10SM SCT055 BKN070 26/14 A2996 RMK AO2 SLP144 T02560139
LGA,2026-08-25 20:51,KLGA 252051Z 26009G14KT 10SM SCT060 BKN070 26/13 A2996 RMK AO2 SLP144 T02610128 55007
LGA,2026-08-25 21:51,KLGA 252151Z 31009KT 10SM SCT060 BKN070 26/14 A2996 RMK AO2 SLP144 T02610144
LGA,2026-08-25 22:51,KLGA 252251Z 31010KT 10SM FEW055 SCT070 26/14 A2996 RMK AO2 SLP146 CB DSNT N MOV SE T02560139
LGA,2026-08-25 23:51,KLGA 252351Z 26009KT 10SM FEW050 SCT070 26/14 A2998 RMK AO2 SLP151 T02560144 10267 20244 53007
LGA,2026-08-26 00:51,KLGA 260051Z 28008KT 10SM FEW050 SCT070 SCT250 25/15 A3000 RMK AO2 SLP159 T02500150
LGA,2026-08-26 01:51,KLGA 260151Z 31012KT 10SM FEW050 SCT060 SCT250 24/15 A3003 RMK AO2 SLP167 T02440150
LGA,2026-08-26 02:51,KLGA 260251Z 33007G17KT 10SM SCT060 SCT250 24/14 A3003 RMK AO2 SLP169 T02390144 51018
LGA,2026-08-26 03:51,KLGA 260351Z 32008KT 10SM SCT070 SCT250 23/15 A3003 RMK AO2 SLP170 T02280150
LGA,2026-08-26 04:51,KLGA 260451Z 32007KT 10SM FEW070 FEW250 22/16 A3004 RMK AO2 SLP171 T02220156 402670194
LGA,2026-08-26 05:51,KLGA 260551Z 33008KT 10SM FEW250 22/16 A3004 RMK AO2 SLP173 T02220156 10256 20222 53004
LGA,2026-08-26 06:51,KLGA 260651Z 30009KT 10SM FEW250 22/16 A3004 RMK AO2 SLP172 T02170156
LGA,2026-08-26 07:51,KLGA 260751Z 30009KT 10SM SCT250 21/15 A3005 RMK AO2 SLP175 T02110150
LGA,2026-08-26 08:51,KLGA 260851Z 31009KT 10SM SCT250 21/16 A3004 RMK AO2 SLP172 T02060156 58001
LGA,2026-08-26 09:51,KLGA 260951Z 31006KT 10SM SCT250 20/15 A3006 RMK AO2 SLP179 T02000150
